,sub,block,trial,targetcolor,targetparity,response_parity,response_color,acc_parity,acc_color,condition
557,39,1,14,1,2,2,,1,,pre-surprise
558,39,1,15,1,1,1,,1,,pre-surprise
559,39,1,16,2,2,2,,1,,pre-surprise
560,39,1,17,3,2,2,,1,,pre-surprise
561,39,1,18,3,1,1,,1,,pre-surprise
562,39,1,19,2,2,2,,1,,pre-surprise
563,39,1,20,3,1,1,,1,,pre-surprise
564,39,1,21,2,2,2,,1,,pre-surprise
565,39,1,22,4,2,2,,1,,pre-surprise
566,39,1,23,4,1,1,,1,,pre-surprise
567,39,1,24,1,2,2,,1,,pre-surprise
568,39,1,25,3,2,2,,1,,pre-surprise
569,39,1,26,1,2,2,,1,,pre-surprise
570,39,1,27,1,1,1,,1,,pre-surprise
571,39,1,28,3,2,2,2.0,1,0.0,surprise
572,39,1,29,4,1,1,4.0,1,1.0,control
573,39,1,30,4,1,1,4.0,1,1.0,control
574,39,1,31,2,1,1,2.0,1,1.0,control
575,39,1,32,2,1,1,2.0,1,1.0,control
576,40,1,1,4,1,1,,1,,pre-surprise
577,40,1,2,4,2,2,,1,,pre-surprise
578,40,1,3,3,1,1,,1,,pre-surprise
579,40,1,4,4,1,1,,1,,pre-surprise
580,40,1,5,2,2,2,,1,,pre-surprise
581,40,1,6,3,1,1,,1,,pre-surprise
582,40,1,7,4,2,2,,1,,pre-surprise
583,40,1,8,2,2,2,,1,,pre-surprise
584,40,1,9,1,2,2,,1,,pre-surprise
585,40,1,10,1,1,1,,1,,pre-surprise
586,40,1,11,3,1,1,,1,,pre-surprise
587,40,1,12,3,1,1,,1,,pre-surprise
588,40,1,13,2,2,2,,1,,pre-surprise
589,40,1,14,4,2,2,,1,,pre-surprise
590,40,1,15,3,2,2,,1,,pre-surprise
591,40,1,16,1,1,1,,1,,pre-surprise
592,40,1,17,2,2,2,,1,,pre-surprise
593,40,1,18,1,2,2,,1,,pre-surprise
594,40,1,19,1,1,1,,1,,pre-surprise
595,40,1,20,2,1,1,,1,,pre-surprise
596,40,1,21,3,2,2,,1,,pre-surprise
597,40,1,22,3,2,1,,0,,pre-surprise
598,40,1,23,4,2,2,,1,,pre-surprise
599,40,1,24,4,1,1,,1,,pre-surprise
600,40,1,25,2,1,1,,1,,pre-surprise
601,40,1,26,2,1,1,,1,,pre-surprise
602,40,1,27,1,1,1,,1,,pre-surprise
603,40,1,28,3,2,2,1.0,1,0.0,surprise
604,40,1,29,2,1,1,2.0,1,1.0,control
605,40,1,30,1,2,2,1.0,1,1.0,control
606,40,1,31,4,1,1,4.0,1,1.0,control
607,40,1,32,1,2,2,1.0,1,1.0,control
608,41,1,1,3,2,2,,1,,pre-surprise
609,41,1,2,2,1,1,,1,,pre-surprise
610,41,1,3,1,1,1,,1,,pre-surprise
611,41,1,4,3,1,1,,1,,pre-surprise
612,41,1,5,2,2,2,,1,,pre-surprise
613,41,1,6,2,2,2,,1,,pre-surprise
614,41,1,7,2,1,1,,1,,pre-surprise
615,41,1,8,1,2,2,,1,,pre-surprise
616,41,1,9,3,2,2,,1,,pre-surprise
617,41,1,10,1,1,1,,1,,pre-surprise
618,41,1,11,2,1,1,,1,,pre-surprise
619,41,1,12,4,1,1,,1,,pre-surprise
620,41,1,13,3,1,1,,1,,pre-surprise
621,41,1,14,2,1,1,,1,,pre-surprise
622,41,1,15,3,2,2,,1,,pre-surprise
623,41,1,16,4,2,2,,1,,pre-surprise
624,41,1,17,3,2,2,,1,,pre-surprise
625,41,1,18,3,1,1,,1,,pre-surprise
626,41,1,19,1,2,2,,1,,pre-surprise
627,41,1,20,2,2,2,,1,,pre-surprise
628,41,1,21,3,1,1,,1,,pre-surprise
629,41,1,22,1,2,2,,1,,pre-surprise
630,41,1,23,1,1,1,,1,,pre-surprise
631,41,1,24,4,2,2,,1,,pre-surprise
632,41,1,25,4,1,1,,1,,pre-surprise
633,41,1,26,2,2,2,,1,,pre-surprise
634,41,1,27,1,1,1,,1,,pre-surprise
635,41,1,28,4,2,2,3.0,1,0.0,surprise
636,41,1,29,1,2,2,1.0,1,1.0,control
637,41,1,30,4,1,1,4.0,1,1.0,control
638,41,1,31,4,2,1,4.0,0,1.0,control
639,41,1,32,4,1,1,4.0,1,1.0,control
